whole_text,tweet_time,mentions_tesla,is_reply,is_quote,is_retweet,positive,negative,neutral,close_delta_z,volume_delta_z,price_cv,volume_cv,close_position,max_z_next5
"Kids are worth it if at all possible. I’m planning to increase childcare benefits at my companies significantly. Hopefully, other companies do same. Also, Musk Foundation plans to donate directly to families. Hopefully, details to be announced next month.",2022-07-08 15:23:00,0,1,0,0,0.9379,0.0032,0.0589,1.459,-0.068,0.002,0.369,1.0,1.932
"Consciousness can understand the nature of the Universe. Clams, not so much.",2022-07-08 16:56:00,0,1,0,0,0.1948,0.0593,0.746,2.22,-0.645,0.001,0.482,0.674,-0.218
"We know so little today. I want to know the meaning of life or whatever the right question is to ask, as Douglas Adams would put it. Wait … are you guys related?",2022-07-08 17:06:00,0,1,0,0,0.069,0.3892,0.5417,-1.788,0.87,0.002,0.686,0.353,1.108
"Future wars are all about the drones. Human crews of planes or tanks have no chance. One exception: a purely analog, human-controlled vehicle is far more resilient to EMF weapons.",2022-07-08 19:11:00,0,1,0,0,0.055,0.6073,0.3376,-0.502,-2.079,0.001,0.349,0.405,0.462
"For improved quality of sleep, raise head of your bed by about 3” or 5cm and don’t eat 3 hours before bedtime",2022-07-11 15:34:00,0,0,0,0,0.4653,0.0153,0.5194,1.094,-0.672,0.001,0.177,0.362,0.141
"Good chance you’re experiencing at least mild acid reflux at night, affecting quality sleep without consciousness awareness",2022-07-11 16:03:00,0,1,0,0,0.0202,0.6271,0.3527,-2.667,0.32,0.001,0.301,0.031,-1.481
": In Dog Mode, air conditioning will stay on while the car is locked, keeping your pets safe & comfortable",2022-07-13 15:46:00,0,0,0,1,0.3567,0.0105,0.6328,-0.623,1.204,0.001,0.279,0.0,5.51
"Starlink bandwidth varies a lot, depending on user terminal density & time of day. That’s why the long wait in some areas. Throughput is roughly linear with total V1 satellites in operation. V2 satellites are at least 5 times better (conservative estimate) than V1.",2022-07-18 14:17:00,0,1,0,0,0.2347,0.0804,0.6849,-1.878,0.149,0.004,0.457,0.191,-0.225
"More accurate word is “propellant”, rather than “fuel”. Starship is ~78% liquid oxygen, ~22% fuel. Propellant cost is of primary importance for a fully reusable rocket, so reusable rockets want high thrust, as thrust below T/W of 1 is irrelevant.",2022-07-18 15:07:00,0,1,0,0,0.0751,0.2631,0.6618,3.243,2.71,0.002,0.651,1.0,0.336
"Arguably, we know more than nothing. “Death & taxes are a certainty” – BF.",2022-07-18 18:36:00,0,1,0,0,0.033,0.3912,0.5758,-0.857,-2.564,0.001,0.294,0.35,2.774
"I remember the 70’s, which means I’m definitely not spring chicken",2022-07-18 18:55:00,0,1,0,0,0.179,0.159,0.662,-1.669,1.085,0.002,0.557,0.343,0.377
Model X auto-presenting doors 🎥: One of the best features of Model X,2022-07-19 17:34:00,1,0,1,0,0.9786,0.0022,0.0192,2.603,0.997,0.002,0.467,1.0,2.435
"Tbh, it’s good motivation to work out, eat healthier & maybe take my shirt off outside more than once a year haha",2022-07-21 14:52:00,0,1,0,0,0.9396,0.0051,0.0553,1.989,-0.606,0.002,0.429,1.0,2.677
The real problem here is that has zero journalistic integrity,2022-07-25 17:37:00,0,1,0,0,0.0057,0.9323,0.062,-0.597,-1.776,0.0,0.436,0.404,-1.399
The media is a click-seeking machine dressed up as a truth-seeking machine,2022-07-25 18:16:00,0,1,0,0,0.0181,0.7292,0.2528,0.924,-3.95,0.001,0.391,0.694,-0.96
Sickonolfi’s pack of attack chihuahuas are burning up phone lines today for revenge after his bogus article 🤣🤣,2022-07-26 15:39:00,0,0,0,0,0.0145,0.8845,0.101,-3.429,1.541,0.001,0.313,0.0,0.424
"As a “public person”, standard to win a defamation lawsuit against a news org is almost impossible. They could say I’m Satan and the “source” is their psychic! Nicole is not a public person, so could win. I hope she sues them. has done so many fake hit pieces.",2022-07-27 14:31:00,0,1,0,0,0.0097,0.8781,0.1122,-1.203,-2.128,0.001,0.253,0.377,-2.038
"Moreover, I talked to Sergey yesterday and he says neither he nor anyone he knows has talked to WSJ",2022-07-27 14:41:00,0,1,0,0,0.0248,0.2423,0.7329,-1.481,-1.703,0.001,0.29,0.127,-1.297
"I can’t say for sure that Starship will reach escape velocity, but my hubris certainly has",2022-07-29 14:46:00,0,0,0,0,0.0836,0.54,0.3764,2.691,0.95,0.002,0.322,1.0,1.997
"We’re working super hard on 10.13, but it isn’t ready yet",2022-07-29 15:12:00,0,1,0,0,0.2907,0.2333,0.476,0.496,-0.339,0.001,0.325,0.358,-0.376
"Not true. Tesla is 5 mins from Austin International airport. Would be silly to build another private airport, however the existing commercial airport needs another runway, as Austin is growing fast!",2022-08-04 15:49:00,1,1,0,0,0.1814,0.2229,0.5957,3.237,0.178,0.002,0.442,1.0,2.58
I had more kids in Q2 than they made cars!,2022-08-04 18:04:00,0,1,0,0,0.4603,0.1044,0.4354,-2.079,1.338,0.001,0.538,0.411,1.423
: Livestream the 2022 Annual Tesla Shareholder Meeting today at 4:30pm CT,2022-08-04 19:23:00,1,0,0,1,0.0615,0.0048,0.9336,0.973,-1.231,0.001,0.379,0.327,-0.584
Hustling to get Starship Booster 7 back to pad to test outer ring of 20 engines,2022-08-05 18:56:00,0,0,0,0,0.1558,0.0193,0.8248,-2.187,0.157,0.002,0.459,0.32,1.056
"Growing at 50%/year requires an insane amount of work, but is achievable with outstanding execution",2022-08-08 18:37:00,0,1,0,0,0.8348,0.02,0.1452,-2.828,1.471,0.002,0.211,0.0,-1.775
I think the approved language these days is “height-challenged sellers”,2022-08-11 16:09:00,0,1,0,0,0.0418,0.327,0.6312,-0.491,0.613,0.001,0.438,0.02,-1.146
About to attempt long duration engine firing to test autogenous pressurization,2022-08-11 19:46:00,0,1,0,0,0.0892,0.0387,0.8721,-2.875,1.653,0.001,0.403,0.0,2.159
They had a good run! Humanity has a long way to go to equal their time on Earth.,2022-08-12 18:23:00,0,1,0,0,0.8429,0.0259,0.1312,3.399,0.489,0.001,0.492,1.0,6.2
: First Model Y deliveries in Australia 🇦🇺 and New Zealand 🇳🇿,2022-08-16 18:39:00,1,0,0,1,0.0829,0.0039,0.9132,-2.744,0.248,0.003,0.454,0.0,-2.152
"For some reason, I just agree with that guy so much!",2022-08-17 14:59:00,0,1,0,0,0.8586,0.0194,0.122,-1.54,-0.958,0.001,0.266,0.473,5.809
"Yes, but side mirrors won’t be needed in a self-driving future",2022-08-18 15:53:00,0,1,0,0,0.0639,0.2009,0.7353,0.975,-2.443,0.001,0.332,0.298,2.164
: SKY Perfect JSAT has selected Starship for launch of its Superbird-9 communications satellite!,2022-08-19 14:10:00,0,0,0,1,0.4447,0.0041,0.5512,-1.682,-2.461,0.001,0.382,0.0,-0.511
: Separation confirmed! Dragon will perform three departure burns to move away from the,2022-08-19 15:33:00,0,0,0,1,0.0485,0.0143,0.9372,-3.693,3.331,0.001,0.786,0.0,-0.294
: Watch Falcon 9 launch 53 Starlink satellites to orbit →,2022-08-19 19:23:00,0,0,0,1,0.1104,0.0058,0.8838,2.399,1.188,0.001,0.407,0.892,-0.826
"Each fairing half is a fully capable reentry vehicle with its own thrusters, thermal protection, avionics & sensor suite",2022-08-19 19:34:00,0,1,0,0,0.212,0.0185,0.7695,1.796,1.796,0.001,0.479,0.769,1.543
In case anyone feels like buying a fine whistle …,2022-08-23 16:19:00,0,1,0,0,0.2282,0.0445,0.7273,-3.059,0.607,0.001,0.309,0.066,-0.371
"So spam prevalence *was* shared with the board, but the board chose not disclose that to the public …",2022-08-23 17:52:00,0,1,0,0,0.0104,0.431,0.5586,-1.812,-0.894,0.0,0.319,0.197,-0.359
10.69 is in limited release for a reason. Please do not ask to be included in early beta releases and then complain.,2022-08-23 19:17:00,0,1,0,0,0.0299,0.5457,0.4244,1.215,0.798,0.0,0.335,0.349,4.914
"Tomorrow night at 7:00 p.m. CT, Elon and ’s Mike Sievert will announce plans to increase connectivity. Tune in to watch live → This is something special",2022-08-24 16:31:00,0,0,1,0,0.9132,0.0015,0.0853,1.404,-2.613,0.001,0.307,0.438,0.387
"No. Let me make something clear: James contacted me directly to be included in *early* beta, which is only ~1000 cars, mostly employees. Early beta explicitly has issues or it would be rolled out widely, so publicly criticizing something he had asked for is wrong.",2022-08-24 18:28:00,0,1,0,0,0.0179,0.5928,0.3893,-1.846,-1.404,0.0,0.23,0.084,-1.551
"I do not doubt that. Criticism, public or private, is welcome after we go to wide beta. Early beta has many known issues. The reason we release it to a limited number of cars is to discover unknown issues.",2022-08-24 19:25:00,0,1,0,0,0.0864,0.2788,0.6348,-2.647,-1.064,0.001,0.432,0.008,-0.751
10.69.1 releases Monday night. 10.69.2 about a week or so later – this will be the wide beta version.,2022-08-25 19:39:00,0,1,0,0,0.1704,0.0039,0.8256,0.995,-0.303,0.001,0.27,0.783,3.989
"That, plus pessimism about the future / false overpopulation fears",2022-08-26 13:51:00,0,1,0,0,0.012,0.8115,0.1765,-1.88,0.775,0.002,0.317,0.0,1.033
It will grow by at least 5 to 10 meters over time,2022-08-29 17:13:00,0,1,0,0,0.1487,0.0253,0.826,-1.595,-2.931,0.001,0.615,0.425,-0.694
Those who claim any criticism of Rings of Power means you’re racist are outing themselves as closet racists,2022-09-06 15:50:00,0,1,0,0,0.0085,0.8059,0.1856,1.857,-0.686,0.001,0.493,0.558,4.906
"I accept 99% of cookies, but 💯 if choc chip",2022-09-06 17:23:00,0,1,0,0,0.4692,0.0314,0.4993,2.419,-0.484,0.001,0.379,0.828,0.43
"You’re right, we should credit Tesla owners $100 if we change appointments with less than 24 hours notice. Should be reciprocal.",2022-09-08 16:40:00,1,0,0,0,0.4015,0.056,0.5425,1.993,-0.906,0.001,0.329,0.678,4.514
"Our view of reality is always wrong, just a question of how wrong",2022-09-12 17:44:00,0,1,0,0,0.0114,0.7149,0.2736,-3.104,-1.734,0.001,0.355,0.0,-0.769
"This was harder than reaching volume production, which was insanely hard",2022-09-13 16:42:00,0,1,0,0,0.0389,0.7331,0.228,3.323,-0.831,0.001,0.361,1.0,1.644
"“They didn’t care how much it would cost them.” People around Twitter whistleblower Peiter “Mudge” Zatko are being inundated by offers from secret clients paying for dirt on him, as he testifies on the Hill about an alleged security crisis at Twitter. NEW: Anyone know who the secret clients are? Let’s out them on Twitter rn haha.",2022-09-13 17:45:00,0,0,1,0,0.0396,0.3412,0.6192,0.488,-0.433,0.001,0.341,0.171,3.853
"This says it all: “None of the members of the Stripe chat who spoke with me said that they accepted payment or agreed to speak to the firms about Zatko, and all said they wished to defend his credibility.”",2022-09-13 17:55:00,0,1,0,0,0.0214,0.4794,0.4991,2.233,2.16,0.001,0.358,0.846,0.768
"10.69.2.1 coming out in a few days with additional polish, 10.69.3 comes out shortly after AI Day",2022-09-15 15:50:00,0,1,0,0,0.1713,0.0049,0.8238,-0.315,0.307,0.001,0.551,0.0,-4.251
"Yes, the fundamental error is reasoning by analogy, rather than first principles",2022-09-19 15:16:00,0,1,0,0,0.0196,0.6222,0.3582,3.805,-1.98,0.001,0.49,1.0,2.052
There is too much latency in Fed decisions. Problematic in a fast-changing world.,2022-09-19 17:13:00,0,0,0,0,0.019,0.7217,0.2593,-3.353,3.394,0.002,0.257,0.0,-1.146
"Booster 7 now returns to high bay for robustness upgrades & booster 8 moves to pad for testing. Next big test is probably full stack wet dress rehearsal, then 33 engine firing in a few weeks.",2022-09-19 18:53:00,0,1,0,0,0.1646,0.0061,0.8293,1.22,0.783,0.001,0.318,1.0,2.578
"Incorrect. There was tuition for students from outside the school district, which was a small part of the student body, incl black students, but not for students in district, which I was. Also, I was there for 2.5 years, previously attending govt schools for 9 of 12 years.",2022-09-21 13:55:00,0,1,0,0,0.0464,0.0825,0.8711,-0.318,-0.784,0.002,0.428,0.137,-1.337
"Errol ran out of money in the 90’s. My brother & I financially supported him & his extended family in South Africa since then on condition that he not do bad things. Unfortunately, he did do bad things :(",2022-09-21 14:36:00,0,1,0,0,0.0158,0.8005,0.1836,-1.522,0.307,0.001,0.576,0.0,-0.094
"Boys High was a good school, but it was government, not private. Brooklyn would be considered a middle income, not exclusive, neighborhood in America.",2022-09-21 15:00:00,0,1,0,0,0.4089,0.0802,0.5109,-1.681,-1.682,0.001,0.373,0.479,1.843
"Ecological paradise plans from south portion of Giga Texas to river look great, however we must first get the factory financially on its feet",2022-09-21 15:59:00,0,1,0,0,0.5666,0.0146,0.4188,1.999,0.755,0.0,0.233,0.615,-4.093
"Your car needs a camera upgrade, which is free of charge. There are a few thousand cars in a similar situation. Replacement cameras will be available early next month.",2022-09-22 15:24:00,0,1,0,0,0.208,0.0509,0.7411,-2.137,-0.455,0.001,0.215,0.356,9.192
"Falcon 9 fairing cam captures 2nd stage plume, booster entry burn & Earth in twilight",2022-09-27 14:51:00,0,0,0,0,0.0747,0.0175,0.9078,1.924,1.315,0.001,0.365,0.737,1.947
"My son, Saxon, was amazed that so many paper newspapers are still produced every day. He said they probably just search the Internet & print it out. Yup, with rare exception, that is *actually* what they do haha.",2022-09-27 16:50:00,0,0,0,0,0.699,0.04,0.2611,2.768,-1.489,0.001,0.183,0.744,2.752
They need to add a lot of batteries to the grid to buffer energy,2022-09-28 14:33:00,0,1,0,0,0.0782,0.1812,0.7405,1.916,0.549,0.003,0.399,0.739,1.018
"How ironic, that’s what Henrik Fisker did to Tesla in 2007! Karma is a …",2022-09-28 19:47:00,1,1,0,0,0.0139,0.8149,0.1711,1.65,-1.232,0.001,0.197,0.606,1.568
"Note, this event is meant for recruiting AI & robotics engineers, so will be highly technical",2022-09-29 14:54:00,0,0,1,0,0.5192,0.0094,0.4713,0.984,-2.046,0.001,0.373,1.0,4.244
"Ukraine-Russia Peace: - Redo elections of annexed regions under UN supervision. Russia leaves if that is will of the people. - Crimea formally part of Russia, as it has been since 1783 (until Khrushchev’s mistake). - Water supply to Crimea assured. - Ukraine remains neutral.",2022-10-03 16:15:00,0,0,0,0,0.1045,0.0302,0.8654,2.176,-0.875,0.002,0.323,0.707,0.503
"The will of the people should decide whether they are part of Russia or Ukraine, but Russia invaded areas that would unequivocally choose to be part of Ukraine",2022-10-03 16:41:00,0,0,0,0,0.021,0.345,0.6339,2.081,2.316,0.001,0.239,1.0,3.074
"Russia is doing partial mobilization. They go to full war mobilization if Crimea is at risk. Death on both sides will be devastating. Russia has >3 times population of Ukraine, so victory for Ukraine is unlikely in total war. If you care about the people of Ukraine, seek peace.",2022-10-03 18:12:00,0,1,0,0,0.0117,0.8024,0.1859,2.956,0.679,0.001,0.244,1.0,6.089
"No, I’m suggesting voting under UN (or pick your most trusted entity or country) supervision",2022-10-03 19:06:00,0,1,0,0,0.0675,0.0944,0.8381,1.081,1.243,0.002,0.307,1.0,3.716
"Should be noted that Starlink is still far from cash flow positive. All LEO communications constellations to date have gone bankrupt, so any support is super helpful.",2022-10-04 16:47:00,0,1,0,0,0.0873,0.5936,0.3191,-2.869,-0.574,0.004,0.31,0.0,-1.217
: Watch Falcon 9 launch Dragon and Crew-5 to the →,2022-10-05 14:03:00,0,0,0,1,0.091,0.0062,0.9028,-1.255,1.598,0.003,0.301,0.0,-2.522
10.69.3 will actually be a major upgrade. We’re keeping .69 just because haha.,2022-10-05 17:44:00,0,1,0,0,0.8402,0.0104,0.1494,-0.216,-0.7,0.001,0.311,0.558,3.799
"I do not think it is simple at all, but I have yet to hear any realistic path to peace. Ukraine has achieved many brilliant tactical victories, but should be wary of overconfidence leading to strategic defeat. When Russia fully mobilizes, millions on both sides will die.",2022-10-05 18:47:00,0,1,0,0,0.0106,0.8374,0.152,2.853,0.153,0.002,0.465,1.0,1.291
Cute. You can get surprisingly close to a wild baby rhino & Mom if you stay downwind.,2022-10-06 13:54:00,0,1,0,0,0.9074,0.0057,0.087,0.198,-1.249,0.002,0.256,0.567,-0.656
"I’m a big fan of Ukraine, but not of WW3",2022-10-06 15:16:00,0,1,0,0,0.2578,0.2397,0.5025,-1.749,-1.41,0.002,0.368,0.219,3.547
You’d need an electric propeller mounted on the tow hitch to go faster than a few knots. There might a creative wheel hub design that can generate meaningful thrust.,2022-10-07 15:31:00,0,1,0,0,0.3048,0.037,0.6582,-0.276,0.546,0.0,0.293,0.554,-6.707
"Bad reporting by FT. This article falsely claims that Starlink terminals & service were paid for, when only a small percentage have been. This operation has cost SpaceX $80M & will exceed $100M by end of year. As for what’s happening on the battlefield, that’s classified.",2022-10-07 17:14:00,0,1,0,0,0.0098,0.8179,0.1723,1.103,-0.28,0.002,0.297,1.0,3.615
"Quite a few. Trying to do the right thing, which is not always clear.",2022-10-07 17:40:00,0,1,0,0,0.0591,0.319,0.6218,2.253,-1.315,0.001,0.229,0.739,3.236
"No, it is not. I have spoken to Putin only once and that was about 18 months ago. The subject matter was space.",2022-10-11 16:58:00,0,1,0,0,0.0344,0.3668,0.5987,-2.257,1.031,0.002,0.265,0.245,-0.823
"Pointless, as there is currently no overlap between Russian and Ukrainian demands – it’s not even close",2022-10-11 17:29:00,0,1,0,0,0.0211,0.6125,0.3665,-2.733,0.669,0.003,0.405,0.0,-1.562
"Sam, there is a such a thing as meditating too much",2022-10-11 17:42:00,0,0,0,0,0.0636,0.2677,0.6687,-0.789,0.388,0.001,0.339,0.131,1.006
"Starlink has faced relentless jamming attacks & SpaceX relentless cyberwar. So far, their success has been limited.",2022-10-13 16:20:00,0,1,0,0,0.0063,0.8573,0.1364,-2.877,0.408,0.004,0.265,0.046,0.045
